,TypeName,make,ModelText,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,InteriorColorText,Km,Properties,Seats,TransmissionTypeText,color,extracted-value-ConsumptionTotalText,extracted-unit-ConsumptionTotalText
119,ML 500 4Matic,Mercedes-Benz,ML 500,SUV / Geländewagen,4966,Zuzwil,319 g/km,Occasion,G,13.4 l/100km,5,Allrad,12,2005,Benzin,306,schwarz,37500,Ab MFK,5,Automat sequentiell,White,13.4,l/100km
120,De Lorean DMC-12,Delorean,null,Coupé,2849,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1981,Benzin,132,grau,15000,null,0,Schaltgetriebe,White,null,
121,Panamera Turbo 4.8,Porsche,PANAMERA,Limousine,4806,Zuzwil,286 g/km,Occasion,G,12.2 l/100km,5,Allrad,9,2009,Benzin,500,mehrfarbig,30300,Ab MFK,4,Automatisiertes Schaltgetriebe,White,12.2,l/100km
122,Abarth Serie II,Autobianchi,A112,Kleinwagen,981,Zuzwil,null,Occasion,null,null,3,Vorderradantrieb,6,1974,Benzin,57,mehrfarbig,9999,null,2,Schaltgetriebe,White,null,
123,1300 Junior,Alfa Romeo,SPIDER,Cabriolet,1290,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,3,1970,Benzin,88,schwarz,106000,Ab MFK,3,Schaltgetriebe,White,null,
124,Phaeton 6.0 W12 4Motion,VW,PHAETON,Limousine,5998,Zuzwil,374 g/km,Occasion,G,15.6 l/100km,4,Allrad,1,2003,Benzin,420,anthrazit,37800,Ab MFK,5,Automat sequentiell,Blue,15.6,l/100km
125,2500HD 6.6l V8,Chevrolet,Silverado,Pick-up,0,Zuzwil,null,Occasion,null,null,0,Hinterradantrieb,2,2007,null,0,mehrfarbig,34500,Ab MFK,5,Automatik-Getriebe,White,null,
126,CL 600,Mercedes-Benz,CL 600,Coupé,5786,Zuzwil,333 g/km,Occasion,G,13.9 l/100km,2,Hinterradantrieb,1,2001,Benzin,367,grau,73400,Ab MFK,4,Automat,White,13.9,l/100km
127,Red Label,Bentley,ARNAGE,Limousine,6750,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,10,2000,Benzin,405,beige,85700,Ab MFK,5,Automatik-Getriebe,White,null,
128,CL 600,Mercedes-Benz,CL 600,Coupé,5513,Zuzwil,353 g/km,Occasion,G,14.7 l/100km,2,Hinterradantrieb,9,2003,Benzin,500,beige,12200,"Ab MFK, Tuning",4,Automat,White,14.7,l/100km
129,Alpine V6 Turbo,Renault,ALPINE,Coupé,2457,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1988,Benzin,185,grau,98600,Ab MFK,4,Schaltgetriebe manuell,White,null,
130,CLS 500,Mercedes-Benz,CLS 500,Kombi,4663,Zuzwil,214 g/km,Occasion,G,9.2 l/100km,5,Hinterradantrieb,5,2013,Benzin,408,schwarz,10400,Ab MFK,5,Automat sequentiell,White,9.2,l/100km
131,CLS 63 AMG,Mercedes-Benz,CLS 63 AMG,Limousine,6209,Zuzwil,345 g/km,Occasion,G,14.5 l/100km,4,Hinterradantrieb,9,2007,Benzin,515,grau,15800,Ab MFK,4,Automat sequentiell,White,14.5,l/100km
132,H3 3.7 Adventure,Hummer,H3,SUV / Geländewagen,3653,Zuzwil,327 g/km,Vorführmodell,G,13.8 l/100km,5,Allrad,11,2008,Benzin,245,schwarz,150,Ab MFK,5,Schaltgetriebe manuell,White,13.8,l/100km
133,Phantom 6.7 V12,Rolls-Royce,PHANTOM,Limousine,6749,Zuzwil,385 g/km,Occasion,G,15.9 l/100km,4,Hinterradantrieb,11,2004,Benzin,460,beige,54000,Ab MFK,5,Automat,White,15.9,l/100km
134,911 Turbo,Porsche,911,Coupé,3600,Zuzwil,326 g/km,Occasion,G,13.6 l/100km,2,Allrad,2,2008,Benzin,480,schwarz,73500,Ab MFK,4,Automat,White,13.6,l/100km
135,Explorer 4.0 Ltd. Edition,Ford ,EXPLORER,SUV / Geländewagen,4011,Zuzwil,350 g/km,Occasion,null,13.7 l/100km,5,Allrad,9,1999,Benzin,197,beige,50100,Ab MFK,5,Automat,Blue,13.7,l/100km
136,1300 VC Gordini,Renault,Alpine A110,Coupé,1255,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1971,Benzin,0,schwarz,31800,Ab MFK,2,Schaltgetriebe,White,null,
137,911 Turbo,Porsche,911,Coupé,3600,Zuzwil,309 g/km,Occasion,null,12.9 l/100km,2,Allrad,10,2001,Benzin,420,beige,30100,Ab MFK,4,Automatik-Getriebe,White,12.9,l/100km
138,RS6 Avant 5.0 V10 quattro,Audi,RS6,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,1,2010,Benzin,700,schwarz,15000,Ab MFK,5,Automat sequentiell,White,14.0,l/100km
139,Continental GT 6.0,Bentley,CONTINENTAL,Coupé,5998,Zuzwil,410 g/km,Occasion,G,17.1 l/100km,2,Allrad,7,2004,Benzin,560,mehrfarbig,79700,Ab MFK,4,Automat,White,17.1,l/100km
140,575M,Ferrari,575M,Coupé,5748,Zuzwil,499 g/km,Occasion,G,21.8 l/100km,2,Hinterradantrieb,4,2003,Benzin,517,schwarz,39000,Ab MFK,2,Automatik-Getriebe,White,21.8,l/100km
141,SL 500,Mercedes-Benz,SL 500,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1991,Benzin,320,grau,197800,Ab MFK,2,Automat,White,null,
142,MX-5 1.8i 16V Confort,Mazda,MX-5,Cabriolet,1798,Zuzwil,174 g/km,Occasion,G,7.3 l/100km,2,Hinterradantrieb,3,2007,Benzin,126,schwarz,6900,Ab MFK,2,Schaltgetriebe manuell,White,7.3,l/100km
143,RS6 Avant 5.0 V10 quattro,Audi,RS6,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,1,2009,Benzin,580,null,31500,Ab MFK,5,Automat sequentiell,White,14.0,l/100km
144,Turbo 16V,Peugeot,205,Coupé,1775,Zuzwil,null,Occasion,null,null,3,Allrad,11,1984,Benzin,200,schwarz,58950,Ab MFK,2,Schaltgetriebe,White,null,
145,A8 4.2 quattro,Audi,A8,Limousine,4170,Zuzwil,322 g/km,Occasion,null,13.4 l/100km,4,Allrad,3,1996,Benzin,300,blau,143700,Ab MFK,5,Automat sequentiell,White,13.4,l/100km
146,500 SE,Mercedes-Benz,500,Limousine,4971,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,8,1991,Benzin,320,null,91600,Ab MFK,5,Automat,Blue,null,
147,320d xDrive M-Sportpaket,BMW,320,Limousine,1995,Zuzwil,143 g/km,Occasion,D,5.4 l/100km,4,Allrad,2,2009,Diesel,177,schwarz,110600,Ab MFK,5,Schaltgetriebe manuell,White,5.4,l/100km
148,728i,BMW,728,Limousine,2793,Zuzwil,241 g/km,Occasion,null,10.0 l/100km,4,Hinterradantrieb,11,1998,Benzin,193,schwarz,34400,Ab MFK,5,Automatik-Getriebe,White,10.0,l/100km
149,null,Jaguar,XJ 220,Coupé,3497,Zuzwil,null,Occasion,null,null,0,null,5,1996,null,550,grau,25000,Ab MFK,2,Schaltgetriebe,White,null,
150,Cayenne S,Porsche,CAYENNE,SUV / Geländewagen,4511,Zuzwil,380 g/km,Occasion,null,15.8 l/100km,5,Allrad,6,2012,Benzin,340,schwarz,1000,Ab MFK,5,Automatik-Getriebe,White,15.8,l/100km
151,Phantom 6.7 V12,Rolls-Royce,PHANTOM,Limousine,6749,Zuzwil,385 g/km,Occasion,G,15.9 l/100km,4,Hinterradantrieb,1,2004,Benzin,460,beige,56000,Ab MFK,5,Automat,White,15.9,l/100km
152,Continental FlyingSpur6.0,Bentley,CONTINENTAL,Limousine,5998,Zuzwil,423 g/km,Occasion,G,17.7 l/100km,4,Allrad,1,2006,Benzin,560,schwarz,43000,Ab MFK,4,Automat,White,17.7,l/100km
153,CLS 63 AMG,Mercedes-Benz,CLS 63 AMG,Limousine,6209,Zuzwil,345 g/km,Occasion,G,14.5 l/100km,4,Hinterradantrieb,8,2010,Benzin,515,beige,37500,Ab MFK,4,Automat sequentiell,White,14.5,l/100km
154,Espace 2.0 T Privilège,Renault,ESPACE,Kompaktvan / Minivan,1998,Zuzwil,232 g/km,Occasion,null,9.7 l/100km,5,Vorderradantrieb,3,2004,Benzin,163,null,145000,Ab MFK,5,Automatik-Getriebe,White,9.7,l/100km
155,XKR S/C,Jaguar,XK,Coupé,3996,Zuzwil,299 g/km,Occasion,G,12.5 l/100km,2,Hinterradantrieb,11,1999,Benzin,363,beige,103000,Ab MFK,4,Automat,White,12.5,l/100km
156,1000,Mini,MINI,Limousine,998,Safenwil,null,Oldtimer,null,null,2,Vorderradantrieb,7,1976,Benzin,40,braun,44300,Ab MFK,4,Schaltgetriebe manuell,White,null,
157,ML 500,Mercedes-Benz,ML 500,SUV / Geländewagen,4966,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,1,2002,Benzin,292,schwarz,20800,Ab MFK,5,Automat,Blue,14.6,l/100km
158,MP4-12C Cabriolet 3.8 V8,Mclaren,12C,Cabriolet,3798,Zuzwil,279 g/km,Occasion,G,12.3 l/100km,2,Hinterradantrieb,3,2013,Benzin,625,schwarz,12000,Ab MFK,2,Automatisiertes Schaltgetriebe,White,12.3,l/100km
159,SL 320,Mercedes-Benz,SL 320,Cabriolet,3199,Zuzwil,317 g/km,Occasion,null,13.4 l/100km,2,Hinterradantrieb,2,1997,Benzin,231,beige,70600,Ab MFK,2,Automat,White,13.4,l/100km
160,WLR,AGM,null,Cabriolet,3499,Zuzwil,null,Occasion,null,null,0,Hinterradantrieb,1,2004,Benzin,250,weiss,1,Rennwagen,2,Schaltgetriebe,White,null,
161,SL 55 AMG,Mercedes-Benz,SL 55 AMG,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,1,2003,Benzin,500,rot,81000,Ab MFK,2,Automat,White,14.2,l/100km
162,911 Carrera S Cabrio,Porsche,911,Cabriolet,3824,Zuzwil,280 g/km,Occasion,null,11.6 l/100km,2,Hinterradantrieb,8,2006,Benzin,355,rot,29800,Ab MFK,2,Automatik-Getriebe,White,11.6,l/100km
163,SL 500,Mercedes-Benz,SL 500,Cabriolet,4966,Zuzwil,304 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,11,2001,Benzin,306,anthrazit,15600,Ab MFK,2,Automat,White,12.7,l/100km
164,S 600,Mercedes-Benz,S 600,Coupé,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1993,Benzin,394,null,26800,Ab MFK,4,Automat,White,null,
165,Phaeton 3.0 TDi V6 4M,VW,PHAETON,Limousine,2967,Zuzwil,259 g/km,Occasion,G,9.6 l/100km,4,Allrad,6,2005,Diesel,225,grau,48300,Ab MFK,5,Automat sequentiell,White,9.6,l/100km
166,456M GT,Ferrari,456,Coupé,5474,Zuzwil,495 g/km,Occasion,G,22.0 l/100km,2,Hinterradantrieb,3,2000,Benzin,442,schwarz,36000,Ab MFK,4,Schaltgetriebe manuell,White,22.0,l/100km
167,S 65 AMG L,Mercedes-Benz,S 65 AMG,Limousine,5981,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,3,2007,Benzin,612,schwarz,102000,Ab MFK,5,Automat sequentiell,White,14.8,l/100km
168,SL 55 AMG,Mercedes-Benz,SL 55 AMG,Cabriolet,5439,Zuzwil,324 g/km,Occasion,G,13.5 l/100km,2,Hinterradantrieb,12,2008,Benzin,517,schwarz,41000,Ab MFK,2,Automat sequentiell,Blue,13.5,l/100km
169,M5,BMW,M5,Limousine,4941,Zuzwil,336 g/km,Occasion,null,13.9 l/100km,4,Hinterradantrieb,10,1998,Benzin,400,schwarz,39700,Ab MFK,5,Schaltgetriebe manuell,White,13.9,l/100km
170,A 150 Classic,Mercedes-Benz,A 150,Limousine,1498,Zuzwil,159 g/km,Occasion,F,6.7 l/100km,3,Vorderradantrieb,10,2005,Benzin,95,anthrazit,99000,Ab MFK,5,Schaltgetriebe manuell,White,6.7,l/100km
171,Reventon Coupé,Lamborghini,null,Coupé,6496,Porrentruy,null,Occasion,G,null,2,Allrad,4,2008,Benzin,650,grau,5900,Ab MFK,2,Automatik-Getriebe,White,null,
172,RS6 Avant quattro,Audi,RS6,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,3,2004,Benzin,450,schwarz,55000,Ab MFK,5,Automat sequentiell,White,14.6,l/100km
173,RS6 Avant 5.0 V10 quattro,Audi,RS6,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,10,2008,Benzin,580,schwarz,79700,Ab MFK,5,Automat,Blue,14.0,l/100km
174,E 320 Avantgarde,Mercedes-Benz,E 320,Kombi,3199,Zuzwil,259 g/km,Occasion,G,10.8 l/100km,5,Hinterradantrieb,5,2001,Benzin,224,grau,83000,Ab MFK,5,Automat,Blue,10.8,l/100km
175,CLK DTM AMG,Mercedes-Benz,null,Cabriolet,5439,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,2008,Benzin,582,schwarz,32500,Ab MFK,4,Automatik-Getriebe,Blue,null,
176,911 Turbo,Porsche,911,Coupé,3600,Zuzwil,307 g/km,Occasion,G,12.8 l/100km,2,Allrad,3,2009,Benzin,480,beige,33000,Ab MFK,4,Schaltgetriebe manuell,Blue,12.8,l/100km
177,X5 4.6is,BMW,X5,SUV / Geländewagen,4619,Zuzwil,356 g/km,Occasion,G,14.9 l/100km,5,Allrad,11,2002,Benzin,347,schwarz,26500,Ab MFK,5,Automat sequentiell,Anthracite,14.9,l/100km
178,SL 600,Mercedes-Benz,SL 600,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,4,2004,Benzin,500,anthrazit,14500,Ab MFK,2,Automat,Blue,14.4,l/100km
179,Brooklands,Bentley,BROOKLANDS,Limousine,6749,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,3,1995,Benzin,245,null,39100,Ab MFK,5,Automat,Blue,null,
180,C 320 Elégance,Mercedes-Benz,C 320,Limousine,3199,Zuzwil,260 g/km,Occasion,G,10.8 l/100km,4,Hinterradantrieb,5,2002,Benzin,218,schwarz,145100,Ab MFK,5,Automat,Blue,10.8,l/100km
181,B7 TURBO,Bmw-Alpina,5 SERIES,Limousine,3428,Zuzwil,null,Occasion,null,null,4,null,5,1986,Benzin,300,schwarz,199300,Ab MFK,0,null,Blue,null,
182,F360 Modena Berlinetta,Ferrari,F360,Coupé,3586,Porrentruy,440 g/km,Occasion,G,19.3 l/100km,2,Hinterradantrieb,11,2003,Benzin,400,bordeaux,42500,Ab MFK,2,Automatisiertes Schaltgetriebe,Blue,19.3,l/100km
183,RS6 Avant 5.0 V10 quattro,Audi,RS6,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,7,2008,Benzin,580,mehrfarbig,114200,"Ab MFK, Direkt-/Parallelimport",5,Automat,Blue,14.0,l/100km
184,728i,BMW,728,Limousine,2793,Zuzwil,241 g/km,Occasion,null,10.3 l/100km,4,Hinterradantrieb,5,1998,Benzin,193,schwarz,26200,Ab MFK,5,Automatik-Getriebe,Blue,10.3,l/100km
185,RS6 Avant quattro,Audi,RS6,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,5,2003,Benzin,450,schwarz,64500,Ab MFK,5,Automat sequentiell,Blue,14.6,l/100km
186,E 63 AMG S 4Matic,Mercedes-Benz,E 63 AMG,Limousine,5461,Zuzwil,242 g/km,Occasion,G,10.3 l/100km,4,Allrad,7,2013,Benzin,585,schwarz,23900,Ab MFK,5,Automatisiertes Schaltgetriebe,Blue,10.3,l/100km
187,Murciélago LP640-4 Cpé,Lamborghini,MURCIÉLAGO,Coupé,6496,Zuzwil,495 g/km,Occasion,G,21.3 l/100km,2,Allrad,7,2007,Benzin,641,mehrfarbig,38000,"Ab MFK, Direkt-/Parallelimport",2,Automatisiertes Schaltgetriebe,Blue,21.3,l/100km
188,Turbo,Porsche,924,Coupé,1984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1980,Benzin,170,mehrfarbig,54000,Ab MFK,4,Schaltgetriebe manuell,Anthracite,null,
189,Roadster,MG,null,Coupé,1489,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,1,1957,Benzin,68,schwarz,37000,Ab MFK,2,Schaltgetriebe,Blue,null,
190,S 55 AMG,Mercedes-Benz,S 55 AMG,Limousine,5439,Zuzwil,310 g/km,Occasion,G,13.0 l/100km,4,Hinterradantrieb,2,1999,Benzin,360,schwarz,96500,Ab MFK,5,Automat,Blue,13.0,l/100km
191,SL 600,Mercedes-Benz,SL 600,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,10,2003,Benzin,500,grau,49900,Ab MFK,2,Automat,Blue,14.4,l/100km
192,E 240 Avantgarde,Mercedes-Benz,E 240,Limousine,2597,Zuzwil,252 g/km,Occasion,null,10.5 l/100km,4,Hinterradantrieb,3,2003,Benzin,177,schwarz,106000,Ab MFK,5,Automatik-Getriebe,Blue,10.5,l/100km
193,null,BMW,Z1,Cabriolet,2494,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,1990,Benzin,170,mehrfarbig,27700,null,2,Schaltgetriebe manuell,Blue,null,
194,Legend V6 3.5i,Honda,LEGEND,Limousine,3474,Zuzwil,291 g/km,Occasion,G,12.3 l/100km,4,Vorderradantrieb,3,2001,Benzin,208,beige,111500,Ab MFK,5,Automat,Blue,12.3,l/100km
195,911 Turbo,Porsche,911,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,3,2002,Benzin,420,blau,132600,"Ab MFK, Tuning",4,Schaltgetriebe manuell,Blue,12.9,l/100km
196,CLS 63 AMG,Mercedes-Benz,CLS 63 AMG,Limousine,5461,Zuzwil,231 g/km,Occasion,G,9.9 l/100km,4,Hinterradantrieb,5,2011,Benzin,525,schwarz,31400,Ab MFK,4,Automat sequentiell,Blue,9.9,l/100km
197,SL 320,Mercedes-Benz,SL 320,Cabriolet,3199,Zuzwil,274 g/km,Occasion,G,11.5 l/100km,2,Hinterradantrieb,4,2000,Benzin,224,schwarz,25100,Ab MFK,2,Automat,Blue,11.5,l/100km
198,750i,BMW,750,Limousine,5377,Zuzwil,338 g/km,Occasion,null,14.2 l/100km,4,Hinterradantrieb,7,1995,Benzin,327,grau,119600,Ab MFK,5,Automat,Blue,14.2,l/100km
199,Cabriolet 2.8 E,Audi,Cabriolet,Cabriolet,2771,Zuzwil,254 g/km,Occasion,null,11.4 l/100km,2,Vorderradantrieb,7,1996,Benzin,174,mehrfarbig,120200,Ab MFK,4,Automat,Anthracite,11.4,l/100km
200,RS6 Avant 5.0 V10 quattro,Audi,RS6,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,10,2008,Benzin,580,silber,49800,Ab MFK,5,Automat sequentiell,Blue,14.0,l/100km
201,C 230 Elégance,Mercedes-Benz,C 230,Limousine,2295,Zuzwil,223 g/km,Occasion,null,9.4 l/100km,4,Hinterradantrieb,2,1997,Benzin,150,beige,123400,Ab MFK,5,Automatik-Getriebe,Blue,9.4,l/100km
202,Gallardo LP570-4 Coupé SL,Lamborghini,GALLARDO,Coupé,5204,Zuzwil,319 g/km,Occasion,G,13.5 l/100km,2,Allrad,3,2011,Benzin,570,schwarz,18000,Ab MFK,2,Automatisiertes Schaltgetriebe,Blue,13.5,l/100km
203,S 65 AMG L,Mercedes-Benz,S 65 AMG,Limousine,5981,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,8,2006,Benzin,612,schwarz,68800,Ab MFK,5,Automat sequentiell,Blue,14.8,l/100km
204,A5 Motor,Renault,Alpine A110,Coupé,1397,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,1977,Benzin,93,schwarz,39267,Ab MFK,2,Schaltgetriebe,Blue,null,
205,190 E 2.5-16 ABS,Mercedes-Benz,190,Limousine,2497,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,10,1990,Benzin,195,schwarz,162000,null,5,Schaltgetriebe manuell,Blue,null,
206,Turbo,BMW,2002,Limousine,1990,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1974,Benzin,180,schwarz,7990,Ab MFK,4,Schaltgetriebe,Blue,null,
207,5.0 GT Premium 50 Years,Ford ,MUSTANG,Coupé,4951,Zuzwil,281 g/km,Occasion,null,12.0 l/100km,2,Hinterradantrieb,4,2015,Benzin,425,schwarz,4300,Ab MFK,4,Automatik-Getriebe,Blue,12.0,l/100km
208,Gallardo LP550-2 Cpé V.B.,Lamborghini,GALLARDO,Coupé,5204,Zuzwil,315 g/km,Occasion,G,13.3 l/100km,2,Hinterradantrieb,9,2009,Benzin,551,null,7300,Ab MFK,2,Automatisiertes Schaltgetriebe,Blue,13.3,l/100km
209,F430 Spider,Ferrari,F430,Cabriolet,4308,Porrentruy,420 g/km,Occasion,G,18.3 l/100km,2,Hinterradantrieb,6,2007,Benzin,486,rot,53500,Ab MFK,2,Automatisiertes Schaltgetriebe,Blue,18.3,l/100km
210,Range Rover 3.6 d HSE,Land Rover,RANGE ROVER,SUV / Geländewagen,3628,Zuzwil,299 g/km,Occasion,G,11.3 l/100km,5,Allrad,2,2007,Diesel,272,grau,99900,Ab MFK,5,Automat,Anthracite,11.3,l/100km
211,CL 500,Mercedes-Benz,CL 500,Coupé,4966,Zuzwil,299 g/km,Occasion,G,12.4 l/100km,2,Hinterradantrieb,12,2001,Benzin,306,schwarz,116100,Ab MFK,4,Automat,Blue,12.4,l/100km
212,Quattroporte 4.7 S,Maserati,QUATTROPORTE,Limousine,4691,Zuzwil,365 g/km,Occasion,G,15.7 l/100km,4,Hinterradantrieb,2,2009,Benzin,431,beige,96000,"Ab MFK, Direkt-/Parallelimport",5,Automat sequentiell,Blue,15.7,l/100km
213,530d Touring,BMW,530,Kombi,2993,Zuzwil,192 g/km,Occasion,null,7.2 l/100km,5,Hinterradantrieb,11,2004,Diesel,218,schwarz,108500,Ab MFK,5,Automatik-Getriebe,Blue,7.2,l/100km
214,Eos 2.0 FSI T,VW,EOS,Cabriolet,1984,Zuzwil,202 g/km,Occasion,G,8.4 l/100km,2,Vorderradantrieb,9,2007,Benzin,200,rot,27000,Ab MFK,4,Schaltgetriebe manuell,Blue,8.4,l/100km
215,A6 4.2 V8 quattro,Audi,A6,Limousine,4163,Zuzwil,278 g/km,Occasion,G,11.6 l/100km,4,Allrad,3,2004,Benzin,335,beige,62000,Ab MFK,5,Automat sequentiell,Blue,11.6,l/100km
216,E 55 AMG Avantgarde,Mercedes-Benz,E 55 AMG,Limousine,5439,Zuzwil,301 g/km,Occasion,null,12.6 l/100km,4,Hinterradantrieb,2,1998,Benzin,354,schwarz,86900,Ab MFK,5,Automat,Blue,12.6,l/100km
217,911 Carrera Cabrio,Porsche,911,Cabriolet,3387,Zuzwil,295 g/km,Occasion,null,12.0 l/100km,2,Hinterradantrieb,1,1999,Benzin,300,schwarz,34400,Ab MFK,4,Schaltgetriebe manuell,Blue,12.0,l/100km
218,X3 3.0i,BMW,X3,SUV / Geländewagen,2979,Zuzwil,276 g/km,Occasion,null,11.4 l/100km,5,Allrad,10,2004,Benzin,231,beige,86200,Ab MFK,5,Automatik-Getriebe,Blue,11.4,l/100km
219,B6 4.4 V8 Cabrio,Bmw-Alpina,6 SERIES,Cabriolet,4398,Zuzwil,306 g/km,Occasion,G,12.8 l/100km,2,Hinterradantrieb,4,2007,Benzin,500,beige,66800,Ab MFK,4,Automat,Blue,12.8,l/100km
220,540i,BMW,540,Limousine,4398,Zuzwil,298 g/km,Occasion,G,12.5 l/100km,4,Hinterradantrieb,11,1998,Benzin,286,grau,78700,Ab MFK,5,Automat,Blue,12.5,l/100km
221,SL 55 AMG,Mercedes-Benz,SL 55 AMG,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,6,2002,Benzin,476,grau,16500,Ab MFK,2,Automat,Anthracite,14.2,l/100km
222,Boxster S 3.2,Porsche,BOXSTER,Cabriolet,3179,Zuzwil,281 g/km,Occasion,G,11.3 l/100km,2,Hinterradantrieb,4,2000,Benzin,252,rot,43400,Ab MFK,2,Automat,Blue,11.3,l/100km
223,458 Italia 4.5 V8 Speciale,Ferrari,458,Coupé,4497,Zuzwil,275 g/km,Neu,G,11.8 l/100km,2,Hinterradantrieb,1,2015,Benzin,619,schwarz,200,Ab MFK,2,Automatisiertes Schaltgetriebe,Blue,11.8,l/100km
224,E 420 Elégance,Mercedes-Benz,E 420,Limousine,4196,Zuzwil,326 g/km,Occasion,null,14.3 l/100km,4,Hinterradantrieb,6,1996,Benzin,279,beige,26800,Ab MFK,5,Automat,Blue,14.3,l/100km
225,ML 63 AMG 4Matic,Mercedes-Benz,ML 63 AMG,SUV / Geländewagen,5461,Zuzwil,276 g/km,Occasion,G,11.8 l/100km,5,Allrad,1,2013,Benzin,525,schwarz,25100,Ab MFK,5,Automat sequentiell,Blue,11.8,l/100km
226,E 55 AMG Avantgarde,Mercedes-Benz,E 55 AMG,Limousine,5439,Zuzwil,301 g/km,Occasion,null,12.6 l/100km,4,Hinterradantrieb,10,1998,Benzin,354,schwarz,35000,Ab MFK,5,Automat,Blue,12.6,l/100km
227,S 600,Mercedes-Benz,S 600,Coupé,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1993,Benzin,394,schwarz,111000,Ab MFK,4,Automat,Blue,null,
228,SLK 230 Kompressor,Mercedes-Benz,SLK 230,Cabriolet,2295,Zuzwil,225 g/km,Occasion,null,9.5 l/100km,2,Hinterradantrieb,7,1998,Benzin,193,mehrfarbig,166550,Ab MFK,2,Automat,Blue,9.5,l/100km
229,Esprit 3.5 V8 SE,Lotus,ESPRIT,Coupé,3506,Zuzwil,366 g/km,Occasion,G,15.7 l/100km,2,Hinterradantrieb,7,2002,Benzin,354,schwarz,36700,Ab MFK,2,Schaltgetriebe manuell,Blue,15.7,l/100km
230,Impreza 2.5T WRX,Subaru,IMPREZA,Limousine,2457,Zuzwil,244 g/km,Occasion,G,10.3 l/100km,4,Allrad,4,2006,Benzin,230,schwarz,161500,Ab MFK,5,Schaltgetriebe manuell,Blue,10.3,l/100km
231,DB7,Aston Martin,DB7,Coupé,3239,Zuzwil,null,Occasion,null,15.7 l/100km,2,Hinterradantrieb,4,1998,Benzin,332,beige,97200,Ab MFK,4,Automatik-Getriebe,Blue,15.7,l/100km
232,Range Rover 4.4TD Vogue,Land Rover,RANGE ROVER,SUV / Geländewagen,4367,Zuzwil,253 g/km,Occasion,G,9.4 l/100km,5,Allrad,1,2012,Diesel,312,beige,63200,"Ab MFK, Direkt-/Parallelimport",5,Automat sequentiell,Anthracite,9.4,l/100km
233,S 500,Mercedes-Benz,S 500,Limousine,5461,Zuzwil,286 g/km,Occasion,G,12.2 l/100km,4,Hinterradantrieb,6,2006,Benzin,388,schwarz,48000,Ab MFK,5,Automat sequentiell,Blue,12.2,l/100km
234,Alpine A310 V6,Renault,ALPINE,Coupé,2664,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,1981,Benzin,150,schwarz,68900,Ab MFK,4,Schaltgetriebe manuell,Blue,null,
235,RS6 Avant quattro,Audi,RS6,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,7,2002,Benzin,450,beige,47600,Ab MFK,5,Automat sequentiell,Blue,14.6,l/100km
